destination,hour,weekend,temperature,humidity,crowd
Coorg,10,1,29,62,100
Yercaud,12,0,24,64,100
Ooty,16,1,15,83,100
Coorg,18,0,28,61,100
Kodaikanal,16,0,17,63,92
Yercaud,15,0,28,93,100
Coorg,20,0,16,95,100
Yercaud,13,1,25,66,100
Munnar,9,1,21,91,100
Ooty,9,0,21,71,84
Munnar,17,1,26,60,100
Yercaud,12,0,24,77,100
Ooty,17,0,15,68,91
Munnar,8,1,16,95,100
Kodaikanal,9,0,19,64,76
Kodaikanal,7,1,19,91,100
Munnar,20,0,18,82,100
Yercaud,9,0,15,80,76
Munnar,15,1,15,88,100
Munnar,17,0,28,73,100
Yercaud,9,0,25,51,89
Munnar,9,0,30,65,100
Yercaud,10,1,22,67,100
Coorg,9,1,16,53,89
Munnar,11,1,18,59,100
Kodaikanal,19,0,19,72,100
Yercaud,6,1,30,51,95
Kodaikanal,20,1,19,79,100
Yercaud,9,0,24,80,85
Yercaud,7,0,18,64,69
Munnar,19,1,17,56,100
Coorg,12,0,25,90,100
Coorg,14,1,30,58,100
Ooty,10,1,18,50,92
Munnar,17,0,27,69,100
Coorg,18,0,16,60,100
Yercaud,16,1,28,83,100
Coorg,17,0,22,72,100
Ooty,14,0,24,53,100
Coorg,9,1,25,78,100
Kodaikanal,16,0,30,53,100
Munnar,12,0,24,94,100
Coorg,7,1,19,60,84
Ooty,13,1,28,54,100
Ooty,16,0,24,64,100
Ooty,15,1,18,66,100
Munnar,16,1,23,67,100
Ooty,13,1,25,63,100
Coorg,8,1,20,72,93
Coorg,15,1,24,54,100
Munnar,6,0,18,84,68
Kodaikanal,14,0,22,79,100
Kodaikanal,16,1,23,51,100
Kodaikanal,15,0,22,78,99
Munnar,17,1,30,56,100
Coorg,19,0,30,74,100
Yercaud,17,0,22,73,100
Coorg,13,1,23,86,100
Yercaud,7,0,15,71,65
Munnar,9,1,26,81,100
Munnar,16,1,30,66,100
Coorg,19,1,26,74,100
Ooty,11,0,22,81,88
Kodaikanal,8,0,24,77,91
Ooty,20,1,21,94,100
Kodaikanal,13,0,26,66,95
Ooty,10,1,18,84,100
Coorg,13,0,23,55,100
Kodaikanal,19,0,17,66,100
Munnar,20,1,28,72,100
Kodaikanal,19,0,19,50,100
Ooty,9,0,26,59,88
Kodaikanal,7,1,22,81,96
Yercaud,15,1,16,50,100
Yercaud,15,0,27,88,100
Kodaikanal,16,1,25,90,100
Munnar,12,1,30,80,100
Kodaikanal,11,0,27,71,100
Ooty,16,0,23,76,100
Munnar,8,0,24,68,87
Coorg,9,1,20,64,93
Coorg,15,0,23,74,100
Kodaikanal,15,0,27,61,100
Kodaikanal,16,1,16,53,100
Munnar,6,1,18,74,91
Kodaikanal,8,1,20,75,100
Munnar,15,1,24,61,100
Coorg,15,1,23,75,100
Kodaikanal,6,1,23,78,100
Yercaud,18,0,17,73,100
Ooty,18,0,15,61,95
Kodaikanal,6,0,17,69,79
Ooty,12,0,17,90,100
Coorg,18,1,20,58,100
Yercaud,18,0,26,92,100
Munnar,15,1,15,76,100
Kodaikanal,18,1,28,84,100
Ooty,15,1,28,50,100
Ooty,16,0,26,67,100
Yercaud,13,1,26,50,100
Ooty,11,0,16,85,91
Coorg,8,0,17,82,78
Ooty,18,1,23,73,100
Coorg,15,0,16,51,95
Coorg,19,0,26,56,100
Ooty,20,0,19,79,100
Ooty,8,0,24,76,87
Coorg,19,1,20,68,100
Yercaud,19,0,28,53,100
Yercaud,19,1,23,57,100
Munnar,8,1,16,55,94
Kodaikanal,14,0,22,69,96
Kodaikanal,12,1,17,93,100
Munnar,7,0,15,77,74
Ooty,20,0,20,84,100
Kodaikanal,7,0,24,86,94
Kodaikanal,16,0,24,91,100
Ooty,7,1,23,81,100
Ooty,6,1,27,63,100
Munnar,14,0,16,54,84
Coorg,19,0,19,60,100
Ooty,14,1,22,52,100
Coorg,19,0,27,72,100
Ooty,9,1,16,54,92
Munnar,8,1,20,81,100
Kodaikanal,15,1,22,94,100
Kodaikanal,10,1,30,77,100
Kodaikanal,11,1,28,61,100
Kodaikanal,15,0,23,66,100
Ooty,17,0,21,90,100
Kodaikanal,13,0,26,88,100
Yercaud,19,1,22,53,100
Munnar,9,0,27,74,100
Ooty,13,0,25,51,98
Munnar,15,1,17,54,100
Ooty,9,0,18,50,81
Munnar,13,0,17,93,99
Ooty,8,1,22,90,100
Coorg,9,0,26,55,97
Kodaikanal,9,0,27,77,94
Coorg,20,0,25,89,100
Ooty,10,0,21,67,89
Kodaikanal,10,0,26,52,87
Munnar,19,1,27,90,100
Yercaud,16,0,24,83,100
Ooty,13,1,20,59,100
Ooty,12,1,23,93,100
Coorg,20,0,23,70,100
Kodaikanal,15,0,23,87,100
Coorg,18,0,18,82,100
Yercaud,20,1,24,69,100
Yercaud,10,0,21,81,84
Ooty,19,1,23,69,100
Coorg,13,0,29,50,93
Munnar,14,0,25,64,100
Kodaikanal,15,1,24,69,100
Yercaud,6,0,18,59,73
Munnar,6,1,24,64,100
Ooty,15,0,19,80,100
Ooty,18,0,27,68,100
Munnar,9,0,21,89,100
Ooty,19,1,30,89,100
Ooty,6,0,23,51,75
Ooty,13,0,20,72,92
Coorg,12,1,26,82,100
Yercaud,11,1,16,57,100
Kodaikanal,6,0,27,67,88
Coorg,6,1,29,59,100
Kodaikanal,9,1,17,82,100
Coorg,19,1,20,81,100
Ooty,15,1,25,71,100
Coorg,20,0,19,77,100
Kodaikanal,19,1,26,63,100
Coorg,14,1,23,72,100
Yercaud,17,0,15,89,100
Kodaikanal,19,0,18,51,100
Yercaud,6,1,22,87,100
Kodaikanal,17,1,24,72,100
Coorg,7,1,19,90,100
Coorg,7,1,23,71,100
Kodaikanal,19,1,29,88,100
Munnar,13,1,21,65,100
Yercaud,19,0,26,53,100
Munnar,11,0,17,65,89
Coorg,18,1,25,65,100
Ooty,6,0,15,90,66
Coorg,20,1,26,67,100
Ooty,13,1,30,92,100
Munnar,6,1,19,75,100
Yercaud,15,0,24,71,100
Yercaud,8,0,21,89,88
Yercaud,14,1,21,86,100
Yercaud,10,1,23,51,100
Munnar,7,1,19,56,100
Coorg,10,1,28,92,100
Kodaikanal,20,1,23,91,100
Yercaud,7,0,24,73,82
Munnar,15,1,17,81,100
Ooty,16,0,27,90,100
Kodaikanal,17,1,22,94,100
Coorg,10,0,22,54,89
Kodaikanal,13,0,18,84,100
Yercaud,20,1,29,57,100
Yercaud,18,0,19,50,98
Kodaikanal,12,1,22,53,100
Yercaud,20,0,25,61,100
Yercaud,12,1,19,88,100
Kodaikanal,16,1,24,72,100
Yercaud,8,0,18,93,93
Ooty,17,1,26,69,100
Yercaud,16,0,25,75,100
Ooty,12,0,19,88,97
Munnar,7,1,19,88,96
Ooty,11,0,24,60,92
Yercaud,9,0,17,55,72
Coorg,7,1,26,80,100
Kodaikanal,6,1,16,67,85
Ooty,12,1,27,62,100
Munnar,15,1,15,52,100
Munnar,11,1,30,62,100
Coorg,14,1,26,62,100
Ooty,20,0,19,66,100
Coorg,19,1,15,60,100
Munnar,13,0,23,83,100
Munnar,19,1,16,89,100
Ooty,15,0,15,59,86
Ooty,20,1,17,54,100
Munnar,8,0,20,95,100
Coorg,8,0,22,61,77
Kodaikanal,14,0,24,57,96
Coorg,7,0,22,62,77
Munnar,7,0,16,74,71
Kodaikanal,7,1,19,50,83
Coorg,6,1,28,62,100
Coorg,6,1,21,79,100
Yercaud,6,1,23,91,100
Yercaud,15,0,24,60,100
Ooty,16,1,21,82,100
Coorg,12,0,18,80,100
Coorg,16,1,25,52,100
Coorg,6,0,25,55,86
Kodaikanal,9,1,22,57,95
Munnar,14,1,25,73,100
Ooty,6,1,15,91,97
Ooty,20,0,26,91,100
Yercaud,7,0,16,94,82
Coorg,7,1,20,54,93
Munnar,11,0,28,78,96
Yercaud,10,0,26,53,85
Yercaud,18,1,30,93,100
Ooty,13,0,22,61,100
Yercaud,6,1,29,71,100
Yercaud,8,0,17,63,84
Coorg,9,1,18,78,100
Munnar,7,1,18,76,100
Kodaikanal,11,1,15,66,100
Yercaud,13,1,20,92,100
Ooty,9,0,25,56,90
Ooty,13,1,28,76,100
Munnar,8,0,24,56,73
Kodaikanal,17,1,19,87,100
Munnar,14,0,20,69,100
Coorg,11,1,20,94,100
Ooty,10,1,23,79,100
Coorg,9,1,19,90,100
Ooty,11,0,20,57,81
Yercaud,9,0,17,85,80
Yercaud,12,0,22,73,100
Yercaud,14,1,29,60,100
Coorg,8,1,24,86,100
Coorg,11,1,15,58,98
Yercaud,18,1,18,59,100
Ooty,16,0,25,54,100
Ooty,17,0,16,74,100
Coorg,13,1,18,84,100
Coorg,20,1,17,61,100
Munnar,9,0,26,85,90
Kodaikanal,17,1,26,71,100
Munnar,18,1,17,50,100
Ooty,10,0,27,74,100
Yercaud,20,1,29,68,100
Yercaud,14,1,30,66,100
Kodaikanal,20,0,17,89,100
Kodaikanal,17,1,29,92,100
Munnar,10,1,25,53,100
Coorg,19,1,23,92,100
Coorg,11,1,20,83,100
Kodaikanal,8,0,19,57,71
Munnar,7,1,20,60,90
Yercaud,11,0,17,78,90
Yercaud,7,0,20,56,72
Kodaikanal,7,1,23,59,94
Kodaikanal,19,0,20,77,100
Coorg,20,1,15,89,100
Munnar,18,1,28,90,100
Coorg,12,1,22,83,100
Yercaud,20,1,23,68,100
Munnar,12,0,15,84,97
Kodaikanal,16,1,21,80,100
Munnar,11,1,25,89,100
Ooty,15,1,18,87,100
Ooty,9,1,16,62,95
Coorg,9,1,21,92,100
Yercaud,6,1,21,91,96
Kodaikanal,12,1,27,70,100
Coorg,9,0,27,77,97
Munnar,9,0,25,95,100
Munnar,14,1,29,87,100
Munnar,11,0,15,74,92
Yercaud,18,1,28,69,100
Munnar,18,1,23,54,100
Yercaud,14,1,16,64,100
Ooty,16,1,28,85,100
Kodaikanal,13,0,23,59,99
Ooty,13,1,18,83,100
Coorg,12,0,30,62,100
Munnar,13,1,20,62,100
Yercaud,11,0,19,76,98
Yercaud,16,0,20,79,100
Ooty,10,0,23,66,81
Ooty,10,1,22,79,100
Yercaud,20,1,20,59,100
Yercaud,9,0,30,68,100
Yercaud,18,1,22,78,100
Coorg,16,1,22,82,100
Yercaud,12,1,26,85,100
Munnar,12,0,22,91,98
Yercaud,20,1,26,93,100
Coorg,10,0,16,71,82
Kodaikanal,13,0,26,78,100
Coorg,12,0,19,91,91
Kodaikanal,15,1,21,65,100
Kodaikanal,19,1,30,78,100
Coorg,18,0,27,68,100
Coorg,15,0,29,67,100
Kodaikanal,20,0,23,83,100
Kodaikanal,6,0,28,60,86
Coorg,19,1,22,53,100
Coorg,8,0,15,76,72
Munnar,13,0,22,57,93
Ooty,14,0,19,82,100
Coorg,13,0,20,79,90
Yercaud,15,1,19,50,100
Kodaikanal,15,1,26,59,100
Kodaikanal,11,1,27,79,100
Munnar,20,1,16,90,100
Kodaikanal,9,1,21,61,100
Coorg,17,1,25,51,100
Kodaikanal,16,1,18,92,100
Kodaikanal,9,1,23,56,100
Munnar,7,0,25,68,80
Ooty,20,0,22,86,100
Yercaud,6,0,29,94,100
Coorg,19,0,29,52,100
Munnar,6,0,26,84,84
Munnar,9,1,30,64,100
Munnar,11,0,17,62,88
Munnar,9,1,29,56,100
Munnar,16,0,27,83,100
Kodaikanal,6,0,22,80,80
Munnar,10,0,18,66,79
Yercaud,12,0,17,67,82
Ooty,8,1,15,55,86
Coorg,18,0,19,67,99
Munnar,6,1,20,89,100
Munnar,15,1,17,84,100
Munnar,19,1,23,74,100
Munnar,6,0,21,63,68
Coorg,18,1,25,63,100
Munnar,6,0,21,51,76
Munnar,9,1,15,81,94
Munnar,14,0,21,95,100
Ooty,10,1,17,80,100
Ooty,20,1,22,74,100
Yercaud,8,0,20,72,86
Yercaud,20,0,17,88,100
Ooty,8,1,20,78,97
Kodaikanal,7,1,26,67,99
Kodaikanal,17,0,26,69,100
Kodaikanal,11,1,27,77,100
Yercaud,14,0,30,50,100
Munnar,18,1,29,93,100
Ooty,6,1,30,82,100
Yercaud,15,1,23,81,100
Yercaud,14,1,29,51,100
Munnar,20,1,23,65,100
Yercaud,14,0,19,76,100
Munnar,6,0,15,54,72
Yercaud,18,1,16,89,100
Coorg,16,1,29,67,100
Coorg,15,1,29,63,100
Coorg,7,1,23,91,100
Munnar,16,0,30,50,100
Yercaud,16,0,29,58,100
Yercaud,15,0,16,73,96
Ooty,10,1,19,82,100
Ooty,6,0,30,83,100
Ooty,20,1,22,86,100
Ooty,16,0,15,87,98
Coorg,19,1,27,93,100
Kodaikanal,15,1,22,83,100
Munnar,6,1,21,73,100
Kodaikanal,15,1,24,52,100
Munnar,12,1,15,93,100
Ooty,6,1,30,57,98
Ooty,14,1,18,77,100
Ooty,18,1,18,51,100
Kodaikanal,6,0,28,55,86
Coorg,6,1,18,78,100
Coorg,13,0,26,87,100
Munnar,15,1,29,67,100
Ooty,14,1,16,83,100
Yercaud,14,0,29,66,100
Coorg,15,0,29,91,100
Kodaikanal,15,0,25,80,100
Munnar,8,0,25,63,81
Coorg,10,0,26,61,86
Kodaikanal,9,0,30,84,100
Ooty,7,1,22,50,98
Coorg,16,0,29,51,100
Coorg,8,1,20,93,100
Kodaikanal,6,1,16,80,100
Ooty,19,0,19,65,100
Kodaikanal,12,1,29,51,100
Ooty,8,1,15,93,100
Munnar,12,0,16,79,86
Munnar,19,0,25,73,100
Munnar,12,0,21,77,98
Munnar,8,0,25,67,95
Kodaikanal,8,1,18,68,89
Coorg,17,1,29,51,100
Munnar,20,1,21,81,100
Ooty,15,1,20,51,100
Yercaud,10,1,23,74,100
Munnar,18,0,17,59,97
Coorg,12,1,22,94,100
Ooty,17,0,20,87,100
Munnar,19,0,22,78,100
Ooty,18,0,19,76,100
Kodaikanal,20,0,18,63,100
Kodaikanal,17,0,22,87,100
Coorg,19,1,30,51,100
Ooty,6,1,25,65,100
Munnar,7,1,28,73,100
Coorg,17,0,22,60,98
Kodaikanal,9,0,26,91,100
Coorg,14,0,23,53,100
Kodaikanal,17,0,19,85,100
Kodaikanal,17,1,30,67,100
Coorg,12,1,17,94,100
Munnar,9,1,25,89,100
Coorg,13,0,30,83,100
Coorg,18,0,24,92,100
Kodaikanal,10,0,18,84,89
Munnar,16,0,30,76,100
Munnar,13,0,28,95,100
Ooty,16,0,28,68,100
Kodaikanal,20,1,18,86,100
Ooty,20,0,26,76,100
Yercaud,11,0,16,79,89
Kodaikanal,10,0,22,94,100
Yercaud,7,1,15,74,93
Ooty,15,0,20,76,97
Yercaud,18,0,22,90,100
Ooty,18,1,28,67,100
Ooty,16,1,16,65,100
Yercaud,17,1,28,93,100
Yercaud,11,0,29,85,100
Yercaud,17,0,23,90,100
Kodaikanal,10,1,16,61,100
Kodaikanal,11,0,29,93,100
Coorg,8,1,26,92,100
Munnar,12,1,20,77,100
Coorg,15,0,27,62,100
Yercaud,19,1,22,68,100
Kodaikanal,20,0,18,76,100
Munnar,15,1,27,78,100
Munnar,8,0,28,74,100
Munnar,16,0,26,80,100
Kodaikanal,19,0,25,67,100
Yercaud,18,1,18,79,100
Coorg,8,0,15,67,68
Munnar,14,1,15,89,100
Kodaikanal,18,0,30,51,100
Munnar,12,0,19,59,91
Ooty,13,1,20,60,100
Ooty,18,1,27,82,100
Coorg,11,1,27,59,100
Yercaud,7,0,16,74,67
Kodaikanal,16,0,24,95,100
Munnar,6,1,16,64,79
Kodaikanal,19,0,26,54,100
Munnar,10,0,28,82,100
Ooty,18,1,29,80,100
Kodaikanal,11,0,28,85,100
Yercaud,13,1,22,65,100
Ooty,20,0,24,64,100
Coorg,11,0,27,64,100
Coorg,20,0,30,83,100
Ooty,17,1,18,76,100
Kodaikanal,19,0,26,53,100
Ooty,6,1,28,63,100
Kodaikanal,19,0,20,61,100
Ooty,6,1,22,80,100
Ooty,19,1,28,81,100
Munnar,7,1,15,56,90
Ooty,8,0,16,81,73
Kodaikanal,15,0,16,50,94
Yercaud,17,0,23,77,100
Ooty,11,0,22,56,84
Ooty,7,1,25,92,100
Yercaud,20,0,15,77,100
Kodaikanal,15,0,22,62,100
Yercaud,11,1,20,53,97
Munnar,8,1,17,70,93
Coorg,8,1,21,63,100
Ooty,20,0,21,69,100
Yercaud,15,1,28,58,100
Yercaud,13,1,27,90,100
Kodaikanal,7,0,16,50,70
Ooty,9,1,16,82,100
Coorg,10,0,19,65,90
Coorg,17,0,22,74,100
Ooty,10,1,16,79,100
Kodaikanal,7,0,27,73,80
Munnar,15,0,30,94,100
Munnar,7,1,19,86,100
Kodaikanal,8,0,30,83,96
Ooty,6,1,19,54,91
Munnar,7,0,26,60,89
Kodaikanal,7,1,24,59,100
Ooty,7,0,20,66,85
Munnar,18,1,18,76,100
Coorg,14,1,18,63,100
Yercaud,9,0,25,69,99
Kodaikanal,18,0,30,84,100
Coorg,6,0,19,52,71
Kodaikanal,17,1,15,92,100
Yercaud,16,1,18,57,100
Ooty,9,1,19,50,100
Yercaud,19,0,16,80,100
Coorg,11,1,15,67,100
Coorg,7,1,28,84,100
Yercaud,10,1,23,83,100
Yercaud,20,0,17,74,100
Yercaud,12,1,28,81,100
Ooty,15,1,21,67,100
Kodaikanal,8,0,20,89,81
Coorg,13,1,25,78,100
Ooty,13,1,24,61,100
Coorg,15,1,29,81,100
Coorg,8,0,20,54,70
Ooty,6,1,26,92,100
Yercaud,12,0,16,53,71
Yercaud,20,1,21,76,100
Kodaikanal,6,0,23,85,82
Munnar,17,0,27,52,100
Coorg,13,1,24,68,100
Yercaud,12,1,17,58,100
Coorg,10,0,22,64,83
Ooty,18,1,26,58,100
Ooty,17,1,26,76,100
Munnar,6,1,25,68,100
Kodaikanal,16,0,27,55,100
Yercaud,11,1,30,52,100
Munnar,6,1,23,91,100
Ooty,6,1,27,70,100
Kodaikanal,15,1,26,64,100
Coorg,18,1,30,59,100
Ooty,7,0,27,50,85
Munnar,20,0,22,64,100
Kodaikanal,6,0,29,63,84
Ooty,9,1,23,67,99
Kodaikanal,12,1,22,64,100
Munnar,15,0,24,85,100
Ooty,13,1,29,71,100
Kodaikanal,20,1,17,64,100
Coorg,19,0,27,60,100
Coorg,17,0,17,74,100
Kodaikanal,6,1,15,58,84
Yercaud,16,1,21,93,100
Coorg,16,0,27,73,100
Coorg,11,0,30,55,96
Munnar,7,1,22,51,98
Coorg,13,1,29,93,100
Kodaikanal,6,1,21,62,86
Ooty,7,1,20,57,91
Kodaikanal,13,1,22,75,100
Ooty,17,0,30,81,100
Coorg,6,1,24,82,100
Yercaud,16,0,27,58,100
Kodaikanal,18,0,16,93,100
Munnar,11,1,18,63,100
Munnar,7,1,23,54,91
Ooty,6,1,30,88,100
Kodaikanal,6,1,15,56,76
Yercaud,10,0,30,93,100
Yercaud,16,0,17,93,100
Kodaikanal,17,0,29,82,100
Munnar,8,1,18,89,100
Ooty,15,1,26,88,100
Coorg,16,1,29,86,100
Yercaud,8,1,29,53,100
Coorg,6,0,28,77,85
Yercaud,17,0,15,94,100
Kodaikanal,17,1,19,88,100
Kodaikanal,18,0,29,78,100
Coorg,12,0,19,68,91
Ooty,20,1,20,71,100
Ooty,18,1,29,95,100
Coorg,16,1,30,91,100
Munnar,15,0,28,93,100
Coorg,16,0,23,75,100
Ooty,11,1,30,93,100
Ooty,14,1,28,63,100
Munnar,13,0,30,66,100
Kodaikanal,10,1,28,61,100
Coorg,14,1,25,51,100
Yercaud,12,1,18,75,100
Munnar,11,0,23,85,99
Munnar,19,0,29,73,100
Ooty,12,1,17,79,100
Coorg,20,0,25,93,100
Ooty,11,1,19,86,100
Kodaikanal,18,1,16,88,100
Munnar,17,0,24,81,100
Coorg,16,0,17,70,100
Yercaud,11,1,27,90,100
Ooty,20,0,26,53,100
Kodaikanal,10,1,30,87,100
Munnar,6,1,27,84,100
Kodaikanal,11,1,15,75,100
Coorg,17,0,18,50,100
Coorg,9,0,25,75,100
Ooty,12,0,19,88,95
Coorg,20,0,17,54,100
Coorg,14,1,22,93,100
Munnar,15,0,23,54,100
Ooty,9,0,29,86,100
Yercaud,8,1,21,60,94
Ooty,10,1,15,50,90
Ooty,12,1,21,79,100
Coorg,17,1,17,55,100
Ooty,17,0,23,57,100
Coorg,16,1,20,80,100
Kodaikanal,16,1,21,56,100
Ooty,19,1,24,69,100
Coorg,18,0,21,54,100
Coorg,18,0,25,89,100
Ooty,12,1,25,72,100
Ooty,16,0,15,57,88
Kodaikanal,19,1,22,85,100
Yercaud,8,0,24,68,93
Ooty,11,0,21,64,86
Coorg,15,0,27,53,100
Kodaikanal,18,0,24,74,100
Ooty,8,1,22,64,96
Coorg,17,0,20,55,100
Ooty,10,0,30,76,100
Munnar,6,0,30,69,83
Yercaud,15,0,18,77,100
Coorg,19,0,29,69,100
Ooty,17,1,25,86,100
Kodaikanal,10,0,22,53,80
Coorg,10,0,27,81,100
Munnar,8,0,22,66,87
Ooty,17,1,20,95,100
Ooty,8,0,22,60,71
Munnar,10,0,16,91,97
Kodaikanal,9,0,25,95,100
Kodaikanal,20,1,20,65,100
Coorg,10,1,27,69,100
Ooty,7,1,26,58,100
Kodaikanal,20,1,27,84,100
Kodaikanal,8,1,30,82,100
Ooty,13,1,17,60,100
Ooty,13,1,17,92,100
Yercaud,9,0,27,50,96
Munnar,11,1,25,87,100
Munnar,11,1,27,85,100
Ooty,18,1,26,88,100
Coorg,20,0,28,56,100
Munnar,17,1,22,92,100
Kodaikanal,13,1,27,82,100
Munnar,20,0,26,80,100
Coorg,8,0,28,54,86
Yercaud,6,0,21,73,71
Yercaud,14,0,22,68,100
Munnar,9,0,16,87,90
Coorg,17,1,27,85,100
Ooty,7,0,20,75,88
Coorg,20,1,16,56,100
Coorg,12,1,18,95,100
Munnar,8,1,19,68,100
Kodaikanal,13,0,29,93,100
Coorg,7,1,21,87,100
Ooty,10,1,26,92,100
Kodaikanal,17,1,26,86,100
Munnar,19,1,30,56,100
Ooty,20,1,27,74,100
Munnar,9,1,24,52,100
Ooty,8,1,26,55,95
Kodaikanal,10,1,29,55,100
Ooty,16,1,26,76,100
Yercaud,15,0,16,58,88
Yercaud,16,1,15,84,100
Ooty,16,0,15,79,100
Munnar,6,1,28,78,100
Coorg,7,1,25,63,100
Yercaud,11,1,21,53,100
Kodaikanal,7,1,23,92,100
Munnar,8,1,18,67,100
Kodaikanal,8,1,18,57,97
Munnar,14,1,16,50,97
Ooty,13,1,30,92,100
Yercaud,9,1,19,82,100
Kodaikanal,14,1,26,64,100
Ooty,20,1,21,60,100
Yercaud,16,0,29,86,100
Munnar,15,1,24,58,100
Yercaud,16,0,20,79,100
Munnar,16,0,17,64,100
Coorg,14,0,29,89,100
Munnar,15,0,21,56,95
Yercaud,6,0,15,90,77
Kodaikanal,6,1,30,70,100
Munnar,6,0,19,64,82
Kodaikanal,13,0,17,61,89
Kodaikanal,18,1,15,76,100
Coorg,9,0,30,82,97
Ooty,16,0,15,54,95
Ooty,15,0,29,88,100
Kodaikanal,6,0,20,72,82
Kodaikanal,9,1,19,95,100
Ooty,14,0,19,63,100
Yercaud,20,0,30,69,100
Yercaud,10,1,15,55,85
Kodaikanal,10,1,24,95,100
Yercaud,18,0,29,53,100
Coorg,13,1,15,50,92
Kodaikanal,12,0,24,78,99
Yercaud,6,0,23,51,73
Kodaikanal,16,0,28,60,100
Yercaud,12,1,29,85,100
Coorg,20,1,21,66,100
Yercaud,12,0,19,89,91
Munnar,10,1,15,86,100
Munnar,13,1,20,86,100
Kodaikanal,6,0,29,86,93
Ooty,6,0,27,79,88
Yercaud,16,0,18,71,95
Munnar,20,1,29,93,100
Munnar,12,1,19,89,100
Yercaud,10,0,19,59,84
Munnar,8,1,22,72,98
Munnar,11,1,18,70,100
Kodaikanal,19,0,15,54,91
Kodaikanal,14,1,28,76,100
Yercaud,19,1,23,75,100
Yercaud,12,0,18,50,84
Ooty,13,0,18,92,100
Ooty,17,1,24,81,100
Kodaikanal,11,1,15,52,100
Munnar,13,0,21,64,100
Coorg,19,1,19,78,100
Yercaud,12,0,21,54,94
Ooty,8,1,17,60,100
Ooty,18,1,30,95,100
Munnar,19,1,24,95,100
Coorg,9,1,23,65,99
Coorg,16,0,27,92,100
Ooty,9,1,25,76,100
Munnar,15,0,26,65,100
Yercaud,18,1,29,55,100
Ooty,11,0,21,66,86
Yercaud,8,1,29,51,100
Yercaud,10,0,26,57,88
Ooty,9,1,28,81,100
Coorg,15,1,21,92,100
Coorg,14,1,21,79,100
Munnar,13,0,28,51,99
Coorg,17,0,28,52,100
Munnar,12,0,23,84,100
Kodaikanal,15,0,25,76,100
Ooty,16,1,25,64,100
Ooty,10,0,23,73,86
Coorg,9,0,30,94,100
Yercaud,15,1,26,67,100
Munnar,11,1,21,64,100
Kodaikanal,12,1,30,90,100
Kodaikanal,7,1,26,59,100
Kodaikanal,16,1,25,91,100
Munnar,9,0,20,51,79
Coorg,16,1,25,69,100
Ooty,13,1,26,61,100
Ooty,9,1,22,66,100
Ooty,18,0,28,94,100
Yercaud,11,1,24,80,100
Kodaikanal,10,0,27,50,88
Ooty,17,0,22,83,100
Munnar,7,1,16,62,99
Yercaud,6,1,19,59,85
Yercaud,11,0,28,70,100
Ooty,16,0,19,73,100
Munnar,6,0,18,52,59
Coorg,16,0,18,70,96
Munnar,15,0,29,81,100
Ooty,7,1,17,51,81
Yercaud,20,0,21,56,100
Ooty,9,0,20,59,80
Kodaikanal,12,0,24,54,89
Yercaud,8,0,17,70,72
Yercaud,15,1,18,94,100
Yercaud,9,0,17,76,77
Ooty,15,1,17,93,100
Ooty,14,0,15,76,90
Ooty,14,0,19,69,88
Kodaikanal,15,1,17,86,100
Munnar,15,0,15,73,98
Munnar,17,1,28,69,100
Ooty,9,0,21,53,69
Coorg,9,0,26,80,91
Kodaikanal,14,0,27,89,100
Munnar,11,1,21,66,100
Coorg,14,0,25,66,100
Ooty,19,0,24,82,100
Yercaud,8,0,19,82,81
Kodaikanal,14,0,23,54,94
Yercaud,19,1,21,79,100
Kodaikanal,13,1,29,61,100
Munnar,15,1,22,87,100
Coorg,7,1,30,62,100
Ooty,10,0,16,61,81
Munnar,14,0,27,73,100
Ooty,8,1,19,92,100
Ooty,20,0,21,57,100
Kodaikanal,9,1,21,85,100
Ooty,11,1,22,60,100
Coorg,7,0,27,61,86
Ooty,19,0,30,68,100
Ooty,14,1,24,74,100
Yercaud,17,1,17,91,100
Yercaud,15,1,22,61,100
Munnar,15,0,16,87,98
Kodaikanal,15,0,18,75,93
Kodaikanal,15,1,18,79,100
Yercaud,6,0,20,59,78
Ooty,19,0,30,66,100
Coorg,16,0,17,74,100
Munnar,7,0,23,61,79
Kodaikanal,15,1,22,58,100
Ooty,7,0,24,73,78
Coorg,12,1,23,94,100
Kodaikanal,11,0,17,93,98
Yercaud,13,0,21,55,88
Munnar,8,1,29,52,100
Yercaud,16,1,18,57,100
Munnar,12,0,18,77,89
Yercaud,13,0,15,79,92
Coorg,18,1,19,57,100
Munnar,7,0,20,61,83
Yercaud,11,0,22,56,94
Ooty,6,0,17,55,70
Munnar,15,0,25,67,100
Munnar,13,1,18,93,100
Munnar,16,0,17,79,100
Ooty,16,1,30,77,100
Ooty,19,0,25,75,100
Ooty,15,1,19,55,100
Ooty,15,0,26,82,100
Yercaud,9,1,22,65,96
Coorg,13,0,17,78,86
Kodaikanal,12,0,15,57,73
Coorg,11,1,16,60,91
Yercaud,16,0,18,94,100
Munnar,18,0,15,84,100
Ooty,11,0,18,70,78
Munnar,15,1,24,69,100
Yercaud,14,1,15,74,100
Ooty,13,0,17,52,82
Ooty,15,1,27,71,100
Ooty,8,0,16,91,94
Ooty,12,1,19,61,100
Ooty,16,1,19,76,100
Munnar,11,1,27,88,100
Kodaikanal,7,1,21,72,98
